sleeper_id,canonical_player_id,full_name,identity_join_method,position_model,team,profile_team,team_changed,market_adp,market_adp_key,sleeper_market_projection,sleeper_market_projection_source,sleeper_market_raw_coverage,sleeper_market_missing_keys,sleeper_market_published_key,fie_season_mean,fie_ppg,p10,p25,p50,p75,p90,confidence,projection_source,scoring_coverage,scoring_unsupported,raw_projected_stats_per_game,active_return_scoring,validated_return_targets,driver_contributions_ppg,diagnostic_position_gate,diagnostic_status,diagnostic_eligible,diagnostic_raw_mean,diagnostic_raw_ppg,diagnostic_model_supported_mean,diagnostic_model_scoring_keys,diagnostic_model_unsupported,diagnostic_model_coverage,diagnostic_component_model_mean,diagnostic_component_market_mean,diagnostic_component_raw_delta,diagnostic_common_scoring_keys,diagnostic_bridge_unsupported,diagnostic_bridge_coverage,diagnostic_scoring_coverage,diagnostic_scoring_unsupported,diagnostic_driver_contributions_ppg,diagnostic_confidence,market_position_rank,fie_position_rank,comparison_eligible,rank_edge,fie_production_mean,diagnostic_center_offset,diagnostic_market_anchor_mean,diagnostic_model_anchor_mean,fie_diagnostic_mean,diagnostic_delta_points,diagnostic_delta_pct,diagnostic_position_rank,diagnostic_rank_delta,diagnostic_comparison_eligible,diagnostic_p10,diagnostic_p25,diagnostic_p50,diagnostic_p75,diagnostic_p90,m9_strategy_projection,m9_fie_season_mean,m9_fie_diagnostic_mean,m9_fie_production_mean,m9_projection_source,v972_component_ppg,v972_component_mean,v972_validation_mean_improvement,v972_validation_ci95_low,v972_validation_ci95_high,v972_validation_positive_folds,v972_validation_folds,v972_games_assumption,v972_profile_season,v972_profile_team,v972_profile_join_method,v972_exact_scoring_replay,v972_shadow_applied,v972_shadow_status,v972_raw_projected_stats_per_game,strategy_projection,strategy_projection_source,projection_delta_vs_m9,fie_value_projection,replacement_points,fie_vorp,adp_change_from_open,adp_change_7d,adp_change_21d,market_snapshot_count,latest_market_as_of,adp_implied_expected_points,adp_implied_top12_rate,point_edge_vs_adp_history,fie_value_position_rank_raw,market_position_rank_raw,current_player_match,current_team,current_active,current_full_name,current_canonical_player_id,current_sleeper_id,current_relevant_player,within_draft_horizon,within_watchlist_horizon,draft_relevant,fie_value_position_rank,market_edge_status,value_label,actionable_draft_signal,draft_horizon,watchlist_horizon
10210,00-0038564,Cameron Latu,canonical_id,TE,PHI,PHI,False,530.1,adp_dynasty_2qb,4.0,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.3333333333333333,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,4.0,0.2352941176470588,-13.913903883197982,-6.637751690480307,2.740640214554766,12.941415848922652,23.527349231385344,64,MARKET_FALLBACK,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,{},kr_yd|pr_yd,,{},validated_candidate,DIAGNOSTIC_MARKET_ANCHORED_PARTIAL,True,,,27.154544492686032,bonus_rec_te|fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8181818181818182,27.154544492686032,,0.3401095824963533,bonus_rec_te|fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8181818181818182,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""target_share_prior4"":-1.5692359980577737,""prev_fantasy_ppg"":-1.1595120910789742,""prev__receiving_yards"":-0.9475803840250632,""prev__receptions"":-0.6477067886782386,""receiving_competitor_count"":0.5997684676093913,""offense_snap_share_prior4"":-0.5634962558010418,""opportunity_xfp_realized_prior4"":-0.44176750796501046,""opportunity_change_score_prior1"":0.3216465719547395}",92,,113.0,False,,,-22.814434910189675,87.09871794871796,109.91315285890764,4.340109582496353,0.3401095824963533,8.502739562408834,113.0,-10.0,True,-13.573794300701628,-6.297642107983954,3.0807497970511197,13.281525431419006,23.867458813881697,4.340109582496353,4.0,4.340109582496353,,MARKET_FALLBACK,,,0.015832470613802132,-0.01935427009951833,0.05076949539692824,2,4,17.000000000000004,,,unmatched,False,False,position_not_validated,{},4.340109582496353,M9_FALLBACK,,4.340109582496353,125.80108232256848,-121.46097274007212,0.0,0.0,0.0,2.0,2026-09-01,,,,113.0,103.0,True,PHI,True,Cameron Latu,,10210,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,352,528
10211,,Camerun Peoples,unmatched,RB,,,False,581.1,adp_dynasty_2qb,,SLEEPER_MARKET_UNAVAILABLE,0.0,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},kr_yd|pr_yd,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,,False,,,-27.891042056159705,93.21724137931034,121.10828343547004,,,,,,False,,,,,,,,,,MARKET_FALLBACK,,,0.038477233147129766,-0.013904853517050123,0.08955712342826602,3,4,17.0,,,unmatched,False,False,position_not_validated,{},,M9_FALLBACK,,,128.1,,0.0,0.0,0.0,4.0,2026-09-01,,,,,161.0,True,,False,Camerun Peoples,,10211,False,False,False,False,,relevance_hardened_component_only,UNAVAILABLE,False,352,528
10212,00-0038589,Josh Whyle,canonical_id,TE,GB,GB,False,,adp_dynasty_2qb,13.8,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.3333333333333333,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,13.8,0.8117647058823529,-4.76196088811108,2.94466946827858,12.3629863854102,23.24931661613173,34.114586314468696,63,MARKET_FALLBACK,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,{},kr_yd|pr_yd,,{},validated_candidate,DIAGNOSTIC_MARKET_ANCHORED_PARTIAL,True,,,65.539090747638,bonus_rec_te|fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8181818181818182,65.539090747638,,28.924655837448324,bonus_rec_te|fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8181818181818182,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""target_share_prior4"":-0.8947954750395479,""receiving_competitor_count"":0.7872177691557117,""prev__receiving_yards"":-0.6804104778172588,""prev_fantasy_ppg"":-0.6301244344148103,""prev__receptions"":-0.3826681786000202,""opportunity_xfp_realized_prior4"":-0.2786765489829902,""pfr_receiving_drop_pct_prior4"":0.10727517627960503,""prev__rushing_yards"":-0.03170466733373072}",91,,88.0,False,,,-22.814434910189675,87.09871794871796,109.91315285890764,42.72465583744832,28.924655837448324,209.59895534382844,68.0,,True,24.162694949337244,31.869325305726903,41.28764222285852,52.17397245358005,63.03924215191702,42.72465583744832,13.8,42.72465583744832,,MARKET_FALLBACK,,,0.015832470613802132,-0.01935427009951833,0.05076949539692824,2,4,17.0,,,unmatched,False,False,position_not_validated,{},42.72465583744832,M9_FALLBACK,,42.72465583744832,125.80108232256848,-83.07642648512015,,,,,,,,,68.0,,True,GB,True,Josh Whyle,,10212,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,352,528
10213,00-0038563,Tre Tucker,canonical_id,WR,LV,LV,False,210.0,adp_dynasty_2qb,125.9,SLEEPER_RAW_LEAGUE_REPLAY,0.5,fum_lost|rec_2pt|rush_2pt|rush_td,pts_ppr,125.9,7.405882352941177,96.42949043129332,109.55383958143196,124.70832107937244,141.3838755811905,156.44031052416818,66,MARKET_FALLBACK,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,{},kr_yd|pr_yd,,{},validated_candidate,DIAGNOSTIC_MARKET_ANCHORED_PARTIAL,True,,,142.34775364876896,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,142.34775364876896,,2.462288252371877,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""prev_fantasy_ppg"":0.6899633708191945,""prev__receiving_yards"":0.3164352069519996,""target_share_prior4"":0.26338932763439793,""prev__receptions"":0.21075919567370915,""offense_snap_share_prior4"":-0.1809853923898597,""prev__rushing_yards"":0.08701349474666946,""pfr_receiving_drop_pct_prior4"":-0.079909665633018,""xfp_residual_prior4"":0.05789707136808868}",94,81.0,62.0,False,28.0,,-13.985465396397077,94.60625,108.59171539639708,128.36228825237188,2.462288252371877,1.9557492076027616,54.0,29.0,True,98.8917786836652,112.01612783380384,127.17060933174432,143.84616383356237,158.90259877654006,128.36228825237188,125.9,128.36228825237188,,MARKET_FALLBACK,,,0.06049162398759613,0.030778352444662836,0.10498778288250575,4,4,17.0,,,unmatched,False,False,position_not_validated,{},128.36228825237188,M9_FALLBACK,,128.36228825237188,125.8142122467072,2.548076005664683,0.0,0.0,0.0,2.0,2026-09-01,,,,54.0,83.0,True,LV,True,Tre Tucker,,10213,True,True,True,True,53.0,relevance_hardened_component_only,STRONG_VALUE,True,352,528
10214,00-0039074,Davis Allen,canonical_id,TE,LAR,LA,True,,adp_dynasty_2qb,5.9,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.3333333333333333,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,5.9,0.3470588235294118,-12.154863735792173,-4.6130967633955855,4.756680259262232,14.656386553028456,24.95947981728834,55,MARKET_FALLBACK,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,{},kr_yd|pr_yd,,{},validated_candidate,UNAVAILABLE_TEAM_CHANGE,False,,,,,,0.0,,,,,,0.0,0.6,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""opportunity_change_score_prior1"":-0.639491513919089,""prev__receiving_yards"":-0.3301210452336933,""target_share_prior4"":-0.26300497006715245,""prev_fantasy_ppg"":-0.23323848362916208,""red_zone_target_share_prior4"":-0.17599620879536923,""prev__receptions"":-0.13883265732805936,""offense_snap_share_prior4"":0.13732829170451324,""pfr_receiving_drop_pct_prior4"":-0.12787429931919833}",40,,105.0,False,,,-22.814434910189675,87.09871794871796,109.91315285890764,5.9,0.0,0.0,108.0,,False,-12.154863735792173,-4.6130967633955855,4.756680259262232,14.656386553028456,24.95947981728834,5.9,5.9,5.9,,MARKET_FALLBACK,,,0.015832470613802132,-0.01935427009951833,0.05076949539692824,2,4,17.0,,,unmatched,False,False,position_not_validated,{},5.9,M9_FALLBACK,,5.9,125.80108232256848,-119.90108232256847,,,,,,,,,108.0,,True,LAR,True,Davis Allen,,10214,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,352,528
10215,00-0038998,Jake Haener,unmatched,QB,NYG,,False,539.3,adp_dynasty_2qb,,SLEEPER_MARKET_UNAVAILABLE,0.0,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},kr_yd|pr_yd,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,,False,,,-57.39265022985313,142.458431372549,199.85108160240213,,,,,,False,,,,,,,,,,MARKET_FALLBACK,,,0.061992770005797185,0.018280216162736243,0.11569665027305,4,4,17.0,,,unmatched,False,False,position_not_validated,{},,M9_FALLBACK,,,150.7797585765978,,0.0,0.0,0.0,2.0,2026-09-01,,,,,99.0,True,NYG,True,Jake Haener,,10215,True,False,False,False,,relevance_hardened_component_only,UNAVAILABLE,False,352,528
10216,00-0038636,Kenny McIntosh,unmatched,RB,,,False,626.5,adp_dynasty_2qb,5.2,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.375,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td,pts_ppr,5.2,0.3058823529411765,-14.082101829788204,-6.399864291273438,3.7149981583659866,15.009974565344578,26.26751703455014,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},kr_yd|pr_yd,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,121.0,False,,,-27.891042056159705,93.21724137931034,121.10828343547004,5.2,0.0,0.0,115.0,65.0,False,-14.082101829788204,-6.399864291273438,3.7149981583659866,15.009974565344578,26.26751703455014,5.2,5.2,5.2,,MARKET_FALLBACK,,,0.038477233147129766,-0.013904853517050123,0.08955712342826602,3,4,17.0,,,unmatched,False,False,position_not_validated,{},5.2,M9_FALLBACK,,5.2,128.1,-122.89999999999999,0.0,0.0,0.0,2.0,2026-09-01,,,,115.0,180.0,True,,False,Kenny McIntosh,,10216,False,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,352,528
10217,00-0038582,Clayton Tune,canonical_id,QB,,GB,False,601.2,adp_dynasty_2qb,12.4,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.5,fum_lost|pass_2pt|rush_2pt|rush_td,pts_ppr,12.4,0.7294117647058824,-13.669030006419192,-2.9238236669621216,10.686654840368448,25.69234803724393,40.79444979660157,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},kr_yd|pr_yd,,{},diagnostic_only,DIAGNOSTIC_MARKET_ANCHORED_PARTIAL,True,,,63.0081441147124,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,63.0081441147124,,-6.784506115140738,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""prev_fantasy_ppg"":-4.363761016104722,""prev__passing_tds"":-1.0884312780252412,""prev__passing_yards"":-1.0046091259568133,""snap_share_prior4"":-0.9365759908098105,""qb_rush_share_prior4"":-0.4260977866280856,""prev__rushing_tds"":-0.30955733350926534,""opportunity_xfp_realized_prior4"":-0.1122419847983526,""prev__rushing_yards"":-0.10415263636031208}",70,,62.0,False,,,-57.39265022985313,142.458431372549,199.85108160240213,5.615493884859262,-6.784506115140738,-54.71375899307047,75.0,41.0,True,-20.453536121559928,-9.70832978210286,3.902148725227709,18.907841922103195,34.00994368146083,5.615493884859262,12.4,5.615493884859262,,MARKET_FALLBACK,,,0.061992770005797185,0.018280216162736243,0.11569665027305,4,4,17.0,,,unmatched,False,False,position_not_validated,{},5.615493884859262,M9_FALLBACK,,5.615493884859262,150.7797585765978,-145.16426469173854,0.0,0.0,0.0,2.0,2026-09-01,,,,75.0,116.0,True,,False,Clayton Tune,,10217,False,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,352,528
10218,00-0038618,Xavier Hutchinson,canonical_id,WR,HOU,HOU,False,381.3,adp_dynasty_2qb,36.7,SLEEPER_RAW_LEAGUE_REPLAY,0.375,fum_lost|rec_2pt|rush_2pt|rush_td|rush_yd,pts_ppr,36.7,2.158823529411765,13.659468422441222,23.33166377690297,35.34032519708629,48.44276710071455,61.392776419388426,66,MARKET_FALLBACK,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,{},kr_yd|pr_yd,,{},validated_candidate,DIAGNOSTIC_MARKET_ANCHORED_PARTIAL,True,,,93.50658304334776,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,93.50658304334776,,42.8211176469507,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,kr_yd|pr_yd,0.8,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""prev_fantasy_ppg"":-0.5651343798743999,""prev__receiving_yards"":-0.3476899814368403,""target_share_prior4"":-0.31021843082664063,""prev__receptions"":-0.16522547535341706,""pfr_receiving_drop_pct_prior4"":-0.079909665633018,""opportunity_xfp_realized_prior4"":-0.07575566664126623,""opportunity_change_score_prior1"":0.05887161227567947,""offense_snap_share_prior4"":0.05656400814573259}",94,128.0,127.0,False,41.0,,-13.985465396397077,94.60625,108.59171539639708,79.5211176469507,42.8211176469507,116.67879467833976,91.0,45.0,True,56.48058606939192,66.15278142385367,78.16144284403698,91.26388474766524,104.21389406633912,79.5211176469507,36.7,79.5211176469507,,MARKET_FALLBACK,,,0.06049162398759613,0.030778352444662836,0.10498778288250575,4,4,17.0,,,unmatched,False,False,position_not_validated,{},79.5211176469507,M9_FALLBACK,,79.5211176469507,125.8142122467072,-46.2930945997565,0.0,0.0,0.0,2.0,2026-09-01,,,,91.0,136.0,True,HOU,True,Xavier Hutchinson,,10218,True,False,True,True,87.0,relevance_hardened_component_only,MARKET_UNDERRATED,False,352,528
10219,00-0038611,Chris Rodriguez,canonical_id,RB,JAX,WAS,True,170.5,adp_dynasty_2qb,132.5,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.625,rec_2pt|rec_td|rush_2pt,pts_ppr,132.5,7.794117647058823,102.95144461787194,116.49501864067658,131.82733775948066,147.96958710714108,162.64175655982825,55,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},kr_yd|pr_yd,,{},diagnostic_only,UNAVAILABLE_TEAM_CHANGE,False,,,,,,0.0,,,,,,0.0,0.5714285714285714,bonus_pass_yd_300|bonus_pass_yd_400|bonus_rec_yd_100|bonus_rush_yd_100|kr_yd|pr_yd,"{""prev__receptions"":-0.5362238305730929,""carry_share_prior4"":0.49758537078518944,""opportunity_change_score_prior1"":-0.36347658377401487,""prev__receiving_yards"":-0.3473999741165135,""prev__rushing_yards"":0.2754802556830247,""opportunity_xfp_realized_prior4"":0.2549636910320836,""target_share_prior4"":-0.1616685419454046,""prev__rushing_tds"":0.15706475894434976}",40,49.0,40.0,False,9.0,,-27.891042056159705,93.21724137931034,121.10828343547004,132.5,0.0,0.0,40.0,9.0,False,102.95144461787194,116.49501864067658,131.82733775948066,147.96958710714108,162.64175655982825,132.5,132.5,132.5,,MARKET_FALLBACK,,,0.038477233147129766,-0.013904853517050123,0.08955712342826602,3,4,17.0,,,unmatched,False,False,position_not_validated,{},132.5,M9_FALLBACK,,132.5,128.1,4.400000000000006,0.0,0.0,0.0,2.0,2026-09-01,,,,40.0,49.0,True,JAX,True,Chris Rodriguez,,10219,True,True,True,True,40.0,relevance_hardened_component_only,VALUE,True,352,528
